Region,Contract,Month,Product,age,Insurance,Start,Paid,End
Seoul,Lease,12,A,35,Liability,2025-01-15,675000 ,2025-10-02
Seoul,Lease,12,A,35,Liability,2025-01-15,675000 ,2025-10-02
Seoul,Lease,12,ETC,26,Liability,2025-01-15,690000 ,2025-10-10
Gyeongsang,Lease,12,C,35,Full,2024-12-23,1023000 ,2025-12-18
Gyeongsang,Insu,12,B,35,Full,2024-12-24,240000 ,2025-12-18
Gyeongsang,Lease,12,A,35,Swing,2025-01-17,336000 ,2025-07-17
Seoul,Lease,12,D,21,Full,2025-01-16,1488000 ,2025-02-11
Seoul,Lease,12,B,30,Full,2025-01-16,816000 ,2025-05-13
Seoul,Lease,12,D,24,Full,2024-12-23,1416000 ,2025-12-18
Gyeongsang,Lease,12,C,35,Full,2025-01-17,1122000 ,2025-01-22
Seoul,Insu,12,A,35,Full,2024-12-24,240000 ,2025-12-18
Chungcheong,Lease,12,C,30,Liability,2025-01-17,1056000 ,2025-09-08
Gyeongsang,Lease,12,A,35,Swing,2025-03-11,684000 ,2025-12-18
Gyeongsang,Lease,12,D,35,Full,2025-04-01,1161000 ,2025-12-18
Seoul,Lease,12,ETC,26,Full,2025-01-17,729000 ,2025-05-13
Seoul,Lease,12,ETC,26,Full,2025-01-17,729000 ,2025-05-13
Gyeongsang,Lease,12,C,21,Liability,2024-12-24,1428000 ,2025-12-19
Gyeongsang,Lease,12,A,35,Swing,2024-12-24,684000 ,2025-12-19
Seoul,Lease,12,B,35,Full,2024-12-24,648000 ,2025-12-19
Seoul,Lease,12,ETC,30,Liability,2024-12-24,600000 ,2025-12-19
Seoul,Lease,12,A,35,Full,2025-01-17,618000 ,2025-07-08
Seoul,Lease,12,A,35,Full,2025-01-17,618000 ,2025-07-08
Gyeongsang,Lease,12,A,35,Full,2024-12-24,747000 ,2025-12-19
Seoul,Lease,12,A,35,Full,2024-12-24,720000 ,2025-12-19
Gyeongsang,Lease,12,B,35,Swing,2025-01-20,390000 ,2025-03-27
Gyeongsang,Lease,12,C,26,Liability,2025-05-08,1122000 ,2025-12-19
Gyeongsang,Lease,12,A,35,Full,2025-05-24,426000 ,2025-12-19
Seoul,Lease,12,D,35,Liability,2025-07-30,1101000 ,2025-12-19
Gyeongsang,Lease,12,A,24,Full,2024-12-25,891000 ,2025-12-20
Honam,Insu,12,A,26,Full,2025-01-21,300000 ,2025-07-01
Gyeongsang,Lease,12,C,26,Liability,2025-01-21,1122000 ,2025-02-18
Gyeongsang,Lease,12,B,35,Swing,2024-12-25,390000 ,2025-12-20
Gyeongsang,Lease,12,ETC,26,Full,2025-01-21,969000 ,2025-09-20
Honam,Insu,12,D,24,Full,2025-01-21,660000 ,2025-03-27
Gyeongsang,Lease,12,C,26,Full,2024-12-26,1239000 ,2025-12-21
Gyeongsang,Lease,12,A,24,Full,2024-12-26,993000 ,2025-12-21
Chungcheong,Lease,12,A,35,Full,2025-01-21,426000 ,2025-02-17
Chungcheong,Lease,12,ETC,30,Swing,2024-12-26,687000 ,2025-12-21
Gyeongsang,Lease,12,D,26,Full,2025-01-21,1239000 ,2025-10-20
Gyeongsang,Lease,12,A,24,Full,2024-12-26,993000 ,2025-12-21
Gyeongsang,Lease,12,B,35,Swing,2025-01-21,390000 ,2025-05-13
Gyeongsang,Lease,12,A,35,Full,2024-12-26,627000 ,2025-12-21
Seoul,Lease,12,ETC,26,Full,2024-12-26,969000 ,2025-12-21
Seoul,Lease,12,A,35,Full,2024-12-26,720000 ,2025-12-21
Seoul,Lease,12,A,35,Full,2025-03-19,720000 ,2025-12-21
Seoul,Lease,12,A,30,Full,2025-01-20,795000 ,2025-07-08
Gyeongsang,Lease,12,A,35,Full,2025-06-21,720000 ,2025-12-21
Seoul,Lease,12,ETC,35,Full,2025-01-21,852000 ,2025-04-29
Gyeongsang,Lease,12,C,35,Full,2025-06-24,1122000 ,2025-12-21
Seoul,Car,12,ETC,Non,Non,2025-01-22,1005000 ,2025-04-03
Gyeongsang,Lease,12,ETC,35,Full,2025-01-22,2010000 ,2025-06-19
Gyeongsang,Lease,12,ETC,26,Full,2025-01-22,2190000 ,2025-08-18
Gyeongsang,Lease,12,B,21,Swing,2024-12-27,654000 ,2025-12-22
Gyeongsang,Lease,12,ETC,35,Swing,2025-01-22,819000 ,2025-06-13
Seoul,Lease,12,B,35,Full,2025-01-21,369000 ,2025-10-17
Gyeongsang,Lease,12,C,35,Liability,2024-12-27,1023000 ,2025-12-22
Honam,Lease,12,ETC,35,Full,2024-12-27,609000 ,2025-12-22
Seoul,Lease,12,A,30,Full,2024-12-27,795000 ,2025-12-22
Gyeongsang,Lease,12,ETC,35,Full,2025-01-22,1101000 ,2025-09-07
Seoul,Lease,12,D,35,Full,2024-12-27,795000 ,2025-12-22
Chungcheong,Lease,12,C,35,Liability,2025-05-01,1023000 ,2025-12-22
Gyeongsang,Lease,12,C,35,Liability,2025-01-23,1023000 ,2025-04-11
Seoul,Lease,12,D,30,Liability,2025-01-22,786000 ,2025-04-11
Gyeongsang,Lease,12,ETC,30,Full,2025-01-23,2070000 ,2025-06-11
Honam,Lease,12,C,35,Full,2025-08-20,1122000 ,2025-12-22
Gyeongsang,Lease,12,ETC,35,Full,2025-09-16,900000 ,2025-12-22
Honam,Insu,12,D,35,Full,2024-12-29,330000 ,2025-12-23
Gyeongsang,Lease,12,C,35,Full,2025-01-23,1122000 ,2025-07-02
Gyeongsang,Lease,12,C,30,Full,2025-01-23,1155000 ,2025-06-20
Seoul,Lease,12,C,21,Full,2025-01-23,1488000 ,2025-10-06
Seoul,Lease,12,C,21,Liability,2025-01-23,1428000 ,2025-10-18
Seoul,Lease,12,A,35,Swing,2025-01-23,684000 ,2025-09-19
Gyeongsang,Lease,12,D,30,Liability,2024-12-30,1134000 ,2025-12-25
Honam,Insu,12,A,35,Full,2024-12-31,240000 ,2025-12-25
Seoul,Lease,12,A,26,Full,2024-12-30,867000 ,2025-12-25
Honam,Lease,12,ETC,26,Full,2024-12-30,999000 ,2025-12-25
Seoul,Lease,12,ETC,30,Full,2024-12-30,645000 ,2025-12-25
Seoul,Lease,6,ETC,35,Liability,2025-01-24,2790000 ,2025-07-23
Gyeongsang,Lease,12,B,35,Full,2024-12-31,456000 ,2025-12-26
Chungcheong,Lease,12,C,35,Full,2025-02-03,1122000 ,2025-05-13
Seoul,Lease,12,D,35,Full,2025-01-23,693000 ,2025-07-25
Honam,Lease,12,A,24,Full,2024-12-31,993000 ,2025-12-26
Honam,Lease,12,A,35,Full,2024-12-31,720000 ,2025-12-26
Gyeongsang,Lease,12,ETC,35,Full,2024-12-31,852000 ,2025-12-26
Honam,Insu,12,A,26,Full,2025-01-25,300000 ,2025-04-22
Seoul,Lease,12,B,35,Full,2025-01-24,456000 ,2025-10-17
Seoul,Lease,12,A,24,Full,2025-01-24,555000 ,2025-03-31
Honam,Car,12,A,Non,Non,2024-12-31,372000 ,2025-12-26
Honam,Lease,12,A,21,Full,2025-02-01,789000 ,2025-12-26
Gyeongsang,Lease,12,A,35,Full,2025-01-01,627000 ,2025-12-27
Gyeongsang,Lease,12,C,35,Full,2025-02-01,1122000 ,2025-06-20
Gyeongsang,Lease,12,A,35,Swing,2025-02-03,684000 ,2025-04-28
Gyeongsang,Lease,12,A,26,Swing,2025-02-03,831000 ,2025-05-07
Honam,Lease,12,A,35,Full,2025-02-04,426000 ,2025-09-04
Gyeongsang,Lease,12,C,35,Full,2025-01-01,1023000 ,2025-12-27
Gyeongsang,Lease,12,A,21,Swing,2025-01-02,624000 ,2025-12-28
Gyeongsang,Lease,12,ETC,35,Full,2025-01-02,574800 ,2025-12-28
Seoul,Lease,12,A,35,Full,2025-01-02,720000 ,2025-12-28
Seoul,Insu,12,A,24,Full,2025-01-03,510000 ,2025-12-28
Gyeongsang,Lease,12,D,21,Full,2025-02-01,1488000 ,2025-10-20
Gyeongsang,Lease,12,A,35,Swing,2025-03-11,360000 ,2025-12-28
Chungcheong,Lease,12,C,35,Full,2025-05-01,1122000 ,2025-12-28
Honam,Lease,12,ETC,35,Full,2025-07-02,687000 ,2025-12-28
Seoul,Lease,12,A,35,Full,2025-01-31,720000 ,2025-07-25
Gyeongsang,Lease,12,ETC,35,Full,2025-07-29,2010000 ,2025-12-28
Seoul,Lease,12,A,35,Full,2025-01-03,720000 ,2025-12-29
Gyeongsang,Lease,12,C,35,Full,2025-02-03,1122000 ,2025-07-22
Gyeongsang,Lease,12,ETC,35,Full,2025-01-03,582000 ,2025-12-29
Chungcheong,Lease,12,ETC,35,Full,2025-01-03,570000 ,2025-12-29
Gyeongsang,Lease,12,A,35,Full,2025-01-03,426000 ,2025-12-29
Gyeongsang,Lease,12,C,35,Full,2025-02-04,1122000 ,2025-03-18
Gyeongsang,Lease,12,ETC,30,Liability,2025-02-04,1212000 ,2025-04-10
Seoul,Lease,12,ETC,35,Liability,2025-01-03,966000 ,2025-12-29
Seoul,Lease,12,B,21,Full,2025-04-30,1122000 ,2025-12-29
Gyeongsang,Lease,12,A,35,Full,2025-09-23,339000 ,2025-12-29
Honam,Lease,12,ETC,21,Full,2025-10-14,1080000 ,2025-12-29
Gyeongsang,Car,6,ETC,Non,Non,2025-07-03,1143000 ,2025-12-30
Seoul,Lease,12,C,35,Liability,2025-01-05,1023000 ,2025-12-31
Gyeongsang,Insu,12,B,35,Full,2025-01-06,240000 ,2025-12-31
Seoul,Lease,12,A,26,Full,2025-02-03,867000 ,2025-07-15
Honam,Insu,12,B,35,Full,2025-09-03,240000 ,2025-12-31
Honam,Lease,12,C,26,Full,2025-08-20,870000 ,2026-01-01
Seoul,Lease,12,ETC,24,Full,2025-02-03,882000 ,2025-05-13
Seoul,Lease,12,ETC,24,Full,2025-09-24,540000 ,2026-01-01
Honam,Lease,12,D,26,Full,2025-02-04,1239000 ,2025-07-04
Seoul,Lease,12,A,21,Full,2025-02-04,1140000 ,2025-03-06
Gyeongsang,Lease,12,C,35,Full,2025-01-07,1023000 ,2026-01-02
Honam,Lease,12,C,35,Full,2025-02-04,1155000 ,2025-08-02
Gyeongsang,Lease,12,B,35,Liability,2025-02-04,723000 ,2025-10-19
Gyeongsang,Lease,12,ETC,35,Liability,2025-02-04,648000 ,2025-07-17
Honam,Lease,12,D,30,Full,2025-01-07,756000 ,2026-01-02
Seoul,Lease,12,ETC,30,Full,2025-02-04,720000 ,2025-06-19
Honam,Lease,12,C,35,Full,2025-02-04,1122000 ,2025-02-28
Seoul,Lease,12,A,35,Full,2025-02-03,720000 ,2025-07-25
Gyeongsang,Lease,12,ETC,30,Full,2025-01-07,684000 ,2026-01-02
Gyeongsang,Lease,12,B,30,Swing,2025-01-07,537000 ,2026-01-02
Honam,Lease,12,ETC,26,Full,2025-01-07,729000 ,2026-01-02
Gyeongsang,Lease,12,ETC,26,Full,2025-02-04,1047000 ,2025-06-20
Seoul,Lease,12,ETC,35,Full,2025-01-07,996000 ,2026-01-02
Gyeongsang,Lease,12,C,30,Full,2025-01-07,1155000 ,2026-01-02
Gyeongsang,Lease,12,A,21,Swing,2025-01-07,624000 ,2026-01-02
Seoul,Lease,12,C,21,Full,2025-01-07,1488000 ,2026-01-02
Seoul,Lease,12,ETC,21,Swing,2025-01-07,981000 ,2026-01-02
Seoul,Lease,12,A,30,Liability,2025-01-07,363000 ,2026-01-02
Seoul,Lease,12,A,26,Full,2025-01-07,558000 ,2026-01-02
Seoul,Lease,12,C,26,Liability,2025-04-05,1122000 ,2026-01-02
Seoul,Lease,12,A,30,Full,2025-04-01,795000 ,2026-01-02
Chungcheong,Lease,12,A,35,Liability,2025-02-04,675000 ,2025-04-30
Chungcheong,Lease,12,A,35,Liability,2025-02-04,675000 ,2025-04-30
Chungcheong,Lease,12,A,35,Full,2025-02-04,720000 ,2025-04-30
Gyeongsang,Lease,12,D,26,Full,2025-08-01,870000 ,2026-01-02
Gyeongsang,Insu,12,B,35,Full,2025-01-09,240000 ,2026-01-03
Honam,Lease,12,A,21,Full,2025-01-08,720000 ,2026-01-03
Honam,Lease,12,A,21,Full,2025-01-08,702000 ,2026-01-03
Gyeongsang,Lease,12,ETC,30,Full,2025-01-08,2070000 ,2026-01-03
Seoul,Lease,12,A,26,Full,2025-02-04,867000 ,2025-03-19
Chungcheong,Lease,12,B,35,Full,2025-01-08,456000 ,2026-01-03
Gyeongsang,Lease,12,A,35,Full,2025-01-08,627000 ,2026-01-03
Honam,Lease,12,A,30,Full,2025-02-05,390000 ,2025-03-12
Gyeongsang,Lease,12,A,21,Full,2025-01-08,924000 ,2026-01-03
Gyeongsang,Lease,12,A,35,Full,2025-02-06,720000 ,2025-02-28
Gyeongsang,Lease,12,A,35,Full,2025-02-06,720000 ,2025-02-28
Gyeongsang,Lease,12,A,30,Swing,2025-01-08,393000 ,2026-01-03
Gyeongsang,Lease,12,A,35,Swing,2025-01-08,360000 ,2026-01-03
Gyeongsang,Lease,12,B,35,Full,2025-01-08,774000 ,2026-01-03
Seoul,Lease,12,A,24,Full,2025-01-08,993000 ,2026-01-03
Seoul,Lease,12,A,30,Full,2025-02-04,795000 ,2025-07-25
Gyeongsang,Lease,12,ETC,35,Full,2025-02-06,852000 ,2025-10-16
Gyeongsang,Lease,12,A,24,Swing,2025-01-08,405000 ,2026-01-03
Gyeongsang,Lease,12,C,30,Liability,2025-02-06,1056000 ,2025-04-29
Gyeongsang,Lease,12,C,26,Liability,2025-02-06,1122000 ,2025-04-29
Gyeongsang,Lease,12,D,30,Liability,2025-02-06,1134000 ,2025-04-29
Gyeongsang,Lease,12,A,35,Swing,2025-02-06,684000 ,2025-03-31
Gyeongsang,Lease,12,A,35,Swing,2025-02-06,684000 ,2025-08-18
Seoul,Lease,12,A,35,Full,2025-02-06,618000 ,2025-09-02
Seoul,Lease,12,C,24,Full,2025-01-08,1416000 ,2026-01-03
Gyeongsang,Lease,12,ETC,35,Full,2025-05-23,582000 ,2026-01-03
Gyeongsang,Lease,12,ETC,35,Full,2025-02-06,900000 ,2025-05-28
Gyeongsang,Lease,12,ETC,30,Full,2025-06-27,756000 ,2026-01-03
Seoul,Lease,12,C,35,Full,2025-06-28,1122000 ,2026-01-03
Chungcheong,Lease,12,A,35,Full,2025-01-09,720000 ,2026-01-04
Gyeongsang,Lease,12,B,35,Swing,2025-02-06,723000 ,2025-10-12
Chungcheong,Lease,12,ETC,35,Full,2025-05-01,627000 ,2026-01-04
Honam,Lease,12,ETC,21,Full,2025-02-07,1428000 ,2025-07-21
Gyeongsang,Lease,12,C,30,Liability,2025-02-07,1056000 ,2025-06-28
Gyeongsang,Lease,12,A,35,Swing,2025-02-07,684000 ,2025-07-31
Gyeongsang,Lease,12,ETC,35,Swing,2025-02-07,648000 ,2025-09-22
Chungcheong,Lease,12,ETC,35,Liability,2025-02-07,633000 ,2025-03-31
Chungcheong,Lease,12,A,35,Full,2025-05-01,720000 ,2026-01-04
Honam,Lease,12,A,26,Full,2025-07-01,867000 ,2026-01-04
Honam,Lease,12,ETC,30,Full,2025-02-07,1017000 ,2025-08-14
Seoul,Lease,12,A,30,Full,2025-07-09,795000 ,2026-01-04
Gyeongsang,Lease,12,ETC,35,Full,2025-02-07,582000 ,2026-01-04
Gyeongsang,Lease,12,B,35,Swing,2025-02-07,723000 ,2025-10-09
Gyeongsang,Lease,12,A,35,Swing,2025-01-10,684000 ,2026-01-05
Seoul,Lease,12,C,35,Liability,2025-01-10,1023000 ,2026-01-05
Gyeongsang,Lease,12,D,35,Full,2025-02-08,1161000 ,2025-07-11
Gyeongsang,Lease,12,C,35,Liability,2025-01-10,1023000 ,2026-01-05
Gyeongsang,Lease,12,B,35,Swing,2025-02-08,723000 ,2025-07-15
Gyeongsang,Lease,12,A,24,Swing,2025-02-08,975000 ,2025-04-07
Gyeongsang,Lease,12,B,35,Full,2025-02-08,765000 ,2025-04-07
Seoul,Lease,12,A,35,Full,2025-02-07,720000 ,2025-04-23
Chungcheong,Lease,12,ETC,26,Full,2025-01-10,729000 ,2026-01-05
Gyeongsang,Lease,12,ETC,35,Full,2025-02-13,582000 ,2026-01-05
Honam,Lease,12,C,35,Full,2025-05-03,795000 ,2026-01-05
Honam,Lease,12,C,30,Full,2025-06-05,816000 ,2026-01-05
Gyeongsang,Lease,12,A,35,Full,2025-01-11,720000 ,2026-01-06
Chungcheong,Lease,12,A,35,Full,2025-02-10,720000 ,2025-04-30
Gyeongsang,Lease,12,A,21,Swing,2025-01-11,624000 ,2026-01-06
Gyeongsang,Insu,12,C,26,Full,2025-03-27,420000 ,2026-01-06
Gyeongsang,Lease,12,A,30,Swing,2025-02-10,759000 ,2025-03-20
Honam,Lease,12,A,26,Full,2025-01-12,867000 ,2026-01-07
Seoul,Insu,12,B,35,Full,2025-01-13,240000 ,2026-01-07
Chungcheong,Lease,12,A,35,Full,2025-01-13,558000 ,2026-01-08
Seoul,Lease,12,D,21,Liability,2025-02-08,1428000 ,2025-02-28
Seoul,Lease,12,C,24,Liability,2025-02-08,1188000 ,2025-04-21
Chungcheong,Lease,12,A,35,Swing,2025-01-13,360000 ,2026-01-08
Seoul,Lease,12,A,30,Full,2025-02-10,837000 ,2025-05-07
Gyeongsang,Lease,12,ETC,30,Full,2025-01-13,645000 ,2026-01-08
Gyeongsang,Lease,12,A,21,Swing,2025-01-13,555000 ,2026-01-08
Gyeongsang,Insu,12,D,35,Full,2025-01-14,330000 ,2026-01-08
Seoul,Lease,12,C,35,Full,2025-01-13,1122000 ,2026-01-08
Gyeongsang,Lease,12,ETC,35,Full,2025-02-11,582000 ,2025-05-12
Seoul,Lease,12,A,21,Full,2025-07-09,1005000 ,2026-01-08
Seoul,Lease,12,A,26,Full,2025-07-09,558000 ,2026-01-08
Honam,Lease,12,A,35,Full,2025-02-13,732000 ,2025-05-26
Chungcheong,Lease,12,A,30,Full,2025-01-14,372000 ,2026-01-09
Gyeongsang,Lease,12,B,21,Swing,2025-01-14,654000 ,2026-01-09
Gyeongsang,Lease,12,ETC,35,Liability,2025-01-14,795000 ,2026-01-09
Seoul,Lease,12,C,30,Full,2025-01-14,1155000 ,2026-01-09
Honam,Lease,12,A,35,Full,2025-02-12,801000 ,2025-02-18
Seoul,Lease,12,ETC,35,Full,2025-01-14,852000 ,2026-01-09
Seoul,Lease,12,ETC,26,Full,2025-01-14,855000 ,2026-01-09
Seoul,Lease,12,C,26,Full,2025-02-11,1167000 ,2025-07-25
Seoul,Lease,12,C,21,Full,2025-02-11,1299000 ,2025-07-04
Gyeongsang,Lease,12,ETC,30,Full,2025-04-01,711000 ,2026-01-09
Gyeongsang,Lease,12,C,26,Full,2025-02-12,1239000 ,2025-09-07
Gyeongsang,Lease,12,ETC,26,Full,2025-02-12,975000 ,2025-09-21
Seoul,Lease,12,C,30,Full,2025-02-11,1134000 ,2025-04-08
Chungcheong,Lease,12,ETC,35,Full,2025-05-01,627000 ,2026-01-09
Gyeongsang,Lease,12,C,35,Full,2025-02-12,1101000 ,2025-06-30
Gyeongsang,Lease,12,A,35,Swing,2025-02-12,480000 ,2025-04-08
Honam,Lease,12,A,24,Full,2025-09-18,537000 ,2026-01-09
Gyeongsang,Lease,12,C,26,Full,2025-02-12,1167000 ,2025-06-11
Seoul,Lease,12,A,26,Full,2025-02-11,888000 ,2025-07-21
Honam,Lease,12,A,26,Full,2025-09-18,471000 ,2026-01-09
Seoul,Lease,12,A,35,Full,2025-02-12,756000 ,2025-02-27
Honam,Insu,12,A,30,Full,2025-02-12,270000 ,2025-06-07
Honam,Insu,12,A,26,Full,2025-01-16,300000 ,2026-01-10
Gyeongsang,Lease,12,ETC,30,Full,2025-02-13,657000 ,2025-08-14
Gyeongsang,Lease,12,D,30,Full,2025-01-15,909000 ,2026-01-10
Gyeongsang,Lease,12,A,30,Swing,2025-01-15,393000 ,2026-01-10
Gyeongsang,Lease,12,A,35,Swing,2025-01-15,360000 ,2026-01-10
Honam,Lease,12,A,35,Full,2025-02-13,720000 ,2025-05-07
Honam,Lease,12,A,24,Full,2025-02-13,993000 ,2025-05-07
Seoul,Lease,12,C,35,Full,2025-01-15,738000 ,2026-01-10
Seoul,Lease,12,ETC,35,Full,2025-01-15,687000 ,2026-01-10
Seoul,Lease,12,C,30,Full,2025-01-15,1155000 ,2026-01-10
Seoul,Lease,12,C,35,Full,2025-01-15,1122000 ,2026-01-10
Honam,Lease,12,A,30,Full,2025-02-13,759000 ,2025-05-13
Honam,Lease,12,A,30,Full,2025-02-13,759000 ,2025-05-13
Gyeongsang,Lease,12,C,35,Full,2025-02-13,1101000 ,2025-06-11
Gyeongsang,Lease,12,ETC,35,Full,2025-08-02,1977000 ,2026-01-10
Chungcheong,Lease,12,A,30,Full,2025-02-13,759000 ,2025-04-30
Honam,Insu,12,ETC,35,Full,2025-01-17,240000 ,2026-01-11
Chungcheong,Lease,12,ETC,35,Full,2025-02-14,705000 ,2025-04-30
Chungcheong,Lease,12,A,35,Full,2025-02-13,732000 ,2025-04-30
Honam,Lease,12,A,30,Full,2025-01-16,459000 ,2026-01-11
Gyeongsang,Lease,12,B,21,Swing,2025-01-16,654000 ,2026-01-11
Gyeongsang,Lease,12,C,35,Full,2025-01-16,1122000 ,2026-01-11
Seoul,Lease,12,ETC,30,Full,2025-02-12,591000 ,2025-03-31
Seoul,Lease,12,A,30,Liability,2025-02-04,477000 ,2025-02-17
Gyeongsang,Lease,12,ETC,35,Liability,2025-01-16,534000 ,2026-01-11
Seoul,Insu,12,B,35,Full,2025-01-17,240000 ,2026-01-11
Seoul,Lease,12,C,26,Liability,2025-02-13,1227000 ,2025-07-14
Gyeongsang,Lease,12,B,35,Swing,2025-03-11,390000 ,2026-01-11
Seoul,Lease,12,A,35,Full,2025-02-13,822000 ,2025-03-12
Seoul,Lease,12,C,26,Full,2025-02-14,1239000 ,2025-08-09
Honam,Lease,12,A,26,Full,2025-07-01,489000 ,2026-01-11
Seoul,Lease,12,ETC,35,Full,2025-02-14,996000 ,2025-09-25
Gyeongsang,Lease,12,A,24,Swing,2025-09-10,492000 ,2026-01-11
Chungcheong,Lease,12,B,26,Swing,2025-01-17,402000 ,2026-01-12
Chungcheong,Lease,12,C,35,Liability,2025-01-17,1023000 ,2026-01-12
Gyeongsang,Lease,12,A,26,Swing,2025-01-17,459000 ,2026-01-12
Seoul,Lease,12,ETC,26,Full,2025-01-17,729000 ,2026-01-12
Seoul,Lease,12,C,35,Full,2025-02-14,1101000 ,2025-04-29
Seoul,Lease,12,ETC,30,Full,2025-01-17,684000 ,2026-01-12
Gyeongsang,Lease,12,B,26,Swing,2025-02-14,864000 ,2025-08-16
Gyeongsang,Lease,12,ETC,35,Full,2025-02-14,900000 ,2025-05-19
Gyeongsang,Lease,12,B,35,Swing,2025-02-14,723000 ,2025-08-11
Gyeongsang,Lease,12,D,35,Full,2025-02-14,1161000 ,2025-08-31
Gyeongsang,Lease,12,B,21,Full,2025-02-14,1122000 ,2025-08-03
Gyeongsang,Insu,12,D,26,Full,2025-01-18,420000 ,2026-01-12
Honam,Insu,12,A,35,Full,2025-02-14,240000 ,2025-07-01
Seoul,Lease,12,A,26,Full,2025-07-09,747000 ,2026-01-12
Seoul,Lease,12,A,35,Full,2025-07-09,618000 ,2026-01-12
Seoul,Lease,12,A,35,Liability,2025-02-14,660000 ,2025-06-18
Gyeongsang,Lease,12,C,35,Full,2025-07-11,1122000 ,2026-01-12
Seoul,Lease,12,C,35,Liability,2025-01-18,1023000 ,2026-01-13
Gyeongsang,Lease,12,A,35,Swing,2025-01-20,360000 ,2026-01-15
Gyeongsang,Lease,12,C,35,Liability,2025-01-20,1023000 ,2026-01-15
Seoul,Lease,12,A,21,Full,2025-02-15,990000 ,2025-07-04
Honam,Lease,12,A,24,Full,2025-02-15,537000 ,2025-07-14
Gyeongsang,Lease,12,ETC,24,Liability,2025-01-20,1470000 ,2026-01-15
Gyeongsang,Lease,12,ETC,21,Full,2025-02-15,1428000 ,2025-07-26
Honam,Lease,12,C,35,Full,2025-02-17,1101000 ,2025-07-01
Gyeongsang,Lease,12,A,35,Swing,2025-01-20,360000 ,2026-01-15
Gyeongsang,Lease,12,ETC,35,Full,2025-01-20,558000 ,2026-01-15
Honam,Lease,12,A,26,Full,2025-02-17,798000 ,2025-02-24
Seoul,Lease,12,A,30,Full,2025-07-09,795000 ,2026-01-15
Chungcheong,Lease,12,ETC,24,Full,2025-01-21,882000 ,2026-01-16
Gyeongsang,Lease,12,ETC,35,Full,2025-01-21,996000 ,2026-01-16
Gyeongsang,Lease,12,B,26,Swing,2025-01-21,489000 ,2026-01-16
Gyeongsang,Lease,12,A,35,Swing,2025-01-21,360000 ,2026-01-16
Seoul,Lease,12,A,35,Liability,2025-02-17,660000 ,2025-07-17
Gyeongsang,Lease,12,ETC,35,Liability,2025-02-18,633000 ,2025-07-17
Gyeongsang,Lease,12,ETC,35,Full,2025-02-18,831000 ,2025-03-13
Honam,Lease,12,C,35,Full,2025-02-19,1101000 ,2025-10-20
Gyeongsang,Lease,12,ETC,35,Liability,2025-02-18,1041000 ,2025-03-31
Gyeongsang,Lease,12,C,30,Full,2025-02-18,1134000 ,2025-05-21
Gyeongsang,Insu,12,ETC,35,Full,2025-01-22,330000 ,2026-01-16
Seoul,Lease,12,ETC,26,Full,2025-01-21,729000 ,2026-01-16
Seoul,Lease,12,A,35,Full,2025-01-21,426000 ,2026-01-16
Seoul,Lease,12,A,35,Full,2025-01-21,339000 ,2026-01-16
Seoul,Lease,12,D,35,Full,2025-02-17,867000 ,2025-07-25
Seoul,Lease,12,A,35,Full,2025-02-17,732000 ,2025-08-18
Chungcheong,Lease,12,A,35,Full,2025-02-18,426000 ,2026-01-16
Honam,Insu,12,D,24,Full,2025-03-28,660000 ,2026-01-16
Seoul,Lease,12,ETC,35,Full,2025-04-30,852000 ,2026-01-16
Gyeongsang,Lease,12,A,35,Liability,2025-02-17,750000 ,2025-09-24
Honam,Insu,12,A,26,Full,2025-07-02,300000 ,2026-01-16
Seoul,Lease,12,A,35,Full,2025-02-17,732000 ,2025-10-17
Chungcheong,Lease,12,B,26,Liability,2025-01-22,459000 ,2026-01-17
Gyeongsang,Lease,12,C,21,Full,2025-01-22,1488000 ,2026-01-17
Gyeongsang,Lease,12,ETC,30,Full,2025-01-22,1034400 ,2026-01-17
Gyeongsang,Lease,12,ETC,35,Liability,2025-01-22,534000 ,2026-01-17
Chungcheong,Lease,12,ETC,21,Full,2025-01-22,1005000 ,2026-01-17
Seoul,Car,12,ETC,Non,Non,2025-04-04,1005000 ,2026-01-17
Seoul,Lease,12,D,30,Liability,2025-04-12,786000 ,2026-01-17
Gyeongsang,Lease,12,ETC,35,Swing,2025-06-14,819000 ,2026-01-17
Seoul,Lease,12,ETC,35,Full,2025-02-18,693000 ,2025-07-25
Seoul,Lease,12,A,35,Full,2025-02-18,732000 ,2025-07-25
Honam,Lease,12,C,35,Full,2025-02-20,1101000 ,2025-07-14
Gyeongsang,Lease,12,C,35,Full,2025-02-19,1101000 ,2025-06-11
Gyeongsang,Lease,12,ETC,26,Full,2025-06-20,2190000 ,2026-01-17
Seoul,Car,6,D,Non,Non,2025-07-21,1671000 ,2026-01-17
Gyeongsang,Lease,12,ETC,30,Full,2025-08-15,657000 ,2026-01-17
Gyeongsang,Lease,12,C,26,Liability,2025-02-19,1122000 ,2025-09-20
Chungcheong,Lease,12,C,35,Full,2025-02-19,1122000 ,2025-02-25
Gyeongsang,Lease,12,ETC,30,Full,2025-08-19,2037000 ,2026-01-17
Honam,Lease,12,A,30,Full,2025-02-19,828000 ,2025-03-20
Gyeongsang,Lease,12,C,24,Liability,2025-02-19,1206000 ,2025-06-02
Chungcheong,Lease,12,B,30,Swing,2025-01-23,381000 ,2026-01-18
Honam,Insu,12,A,35,Full,2025-01-24,240000 ,2026-01-18
